QuestionPicture;RightAnswer;UserAnswer;ElapsedTime
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger36.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment16.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger21.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment15.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness25.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear14.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness26.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust38.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness32.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust26.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger26.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear21.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness31.jpg;Happiness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger25.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear37.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear17.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness12.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness211.jpg;Sadness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness39.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment111.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness29.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness15.jpg;Sadness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear16.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment31.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment24.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness17.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment37.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness310.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear20.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust18.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear12.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear27.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment110.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment19.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness210.jpg;Sadness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust32.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment33.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment35.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger14.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger311.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness22.jpg;Happiness;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness13.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust15.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger30.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear38.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust27.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness12.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness33.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness24.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness20.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear34.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust21.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness15.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger18.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust23.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment34.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment29.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger11.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust110.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger10.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust20.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment23.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness30.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness19.jpg;Happiness;Happiness;0,01
