QuestionPicture;RightAnswer;UserAnswer;ElapsedTime
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness36.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger21.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment20.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness21.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness20.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness19.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear18.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment110.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment211.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger12.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness39.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness25.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment30.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment37.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear24.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment34.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger16.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness16.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness37.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear26.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust38.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness113.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear12.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear37.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness34.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust18.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment19.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness14.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness22.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear31.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear11.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment212.jpg;Astonishment;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness38.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment11.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger19.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear29.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust21.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness12.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness23.jpg;Happiness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger314.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger34.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment27.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust16.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear20.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger30.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust12.jpg;Disgust;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust23.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Sadness\Sadness17.jpg;Sadness;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment17.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust37.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Disgust\Disgust24.jpg;Disgust;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Astonishment\Astonishment18.jpg;Astonishment;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Anger\Anger10.jpg;Anger;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear35.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear16.jpg;Fear;Happiness;0,02
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Fear\Fear30.jpg;Fear;Happiness;0,01
D:\git\NeurotestService\NeurotestClient\NeurotestClient\DataBase\Pictures\Happiness\Happiness36.jpg;Happiness;Happiness;0,01
